"Gene_Symbol","Ensembl_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CTBP1","ENSG00000159692",3271.65331692646,0.10093187686455,0.24359114464284,0.414349532338455,0.678618143460151,0.874791677031752
"IL12RB2","ENSG00000081985",80.7128623313262,0.341461029037862,0.82435664185518,0.41421517302198,0.678716530726664,0.874838755288693
"ZFYVE16","ENSG00000039319",1620.20780190605,0.112254053208755,0.271405874600363,0.413602149820986,0.679165498552537,0.874877348673719
"MYO9A","ENSG00000066933",1512.04566348452,0.136861826941335,0.330696704594424,0.413859058889584,0.678977328828652,0.874877348673719
"PSMD8","ENSG00000099341",3186.51182155688,-0.0971993296264697,0.234867401845316,-0.413847681128969,0.678985661898923,0.874877348673719
"ZC2HC1A","ENSG00000104427",264.588306030464,-0.155358128687066,0.375623667533488,-0.413600478657846,0.679166722639829,0.874877348673719
"PRPSAP2","ENSG00000141127",1130.65516030681,-0.135209553833215,0.326858241708368,-0.413664202335925,0.679120047158741,0.874877348673719
"DCUN1D2","ENSG00000150401",478.509370827385,-0.140778475235385,0.339975876455047,-0.414083718831148,0.678812795956932,0.874877348673719
"MRPL42","ENSG00000198015",1854.11866309308,-0.10363558959566,0.250494771573752,-0.413723563747706,0.679076567999963,0.874877348673719
"THAP9-AS1","ENSG00000251022",878.369549122875,-0.152283831655735,0.3679989144063,-0.413815980684123,0.679008879507217,0.874877348673719
"ENSG00000269397","ENSG00000269397",14.1944569716479,0.567512213599633,1.37143115814832,0.413810208575018,0.679013107069573,0.874877348673719
"ENSG00000279330","ENSG00000279330",10.9358442461826,-0.381401714861496,0.922041949931422,-0.413648982988099,0.679131194714515,0.874877348673719
"HSPB8","ENSG00000152137",287.350514826769,0.262928107916989,0.636106397608114,0.413339826333535,0.679357654629582,0.875015012935633
